,Unnamed: 0,id,comment,original_comment,score,data_scale,data_source,created_at,date,day,month,is_mf,device,family,is_b2b,reason,browser,category,language,platform,provider,first_order,nb_articles,csat_presales,shipping_fees,bv_transaction,payment_method,operating_system,last_paid_channel,has_presales_contact,shipping_fees_bucket,bv_transaction_bucket,has_manodvisor_contact,themes,tags,shipment
84655,22473,362419176,Nothing to say.,"rien a dire
",9,NPS,Customer Effort Score,2021-11-22T19:20:02.000Z,2021-11-22,lundi,novembre,False,desktop,Construction matériaux,False,,Chrome 96.0.4664,Maçonnerie,French,FR,Maxoutil (FR),True,1,FALSE,"5,9","13,76",visa,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Other > Miscellaneous > 0,,False
84661,22479,362430900,Address fields told me a field was mandatory as if I’d missed something but it wasn’t until I refreshed the page that the ‘City’ field appeared and was the one being complained about.,Address fields told me a field was mandatory as if I’d missed something but it wasn’t until I refreshed the page that the ‘City’ field appeared and was the one being complained about.,8,NPS,Customer Effort Score,2021-11-22T19:22:15.000Z,2021-11-22,lundi,novembre,False,phone,Electricité,False,,Mobile Safari 15.1,Alimentation,English,GB,Rapid Electronics  (GB),True,1,FALSE,"3,5","13,46",mastercard,iOS 15.1,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Other > 1,,False
84688,22506,362428227,"Easy command, correct site response time.","Commande facile , temps de réponse du site correct.",8,NPS,Customer Effort Score,2021-11-22T19:43:20.000Z,2021-11-22,lundi,novembre,False,phone,"Salle de bain, WC",False,,Mobile Safari 14.1.2,Meuble de salle de bain,French,FR,Kodice Bagno (FR),False,1,FALSE,"24,9","136,9",visa,iOS 14.8.1,SHOPBOT,False,20 - 50,101 - 150,False,Delivery > Timeliness > 1;Online Experience > Quality > 1;Online Experience > Ease of Use > 1,,False
84689,22507,362419207,I had difficulty paying with the proposed means of payment.,J'ai eu des difficultés à payer avec les moyens de paiement proposés,0,NPS,Customer Effort Score,2021-11-22T19:45:17.000Z,2021-11-22,lundi,novembre,False,tablet,Plomberie chauffage,False,J’ai manqué d’options pour me faire livrer,Chrome 95.0.4638,Chauffage et climatisation,French,FR,Expertbynet (FR),True,2,FALSE,5,"112,65",visa,Android 7.1.1,SEM,False,1 - 5,101 - 150,False,Payments > Success of payment > -1,Detractor '- Delivery Options,False
84691,22509,362429307,In principle all right,En principio todo correcto ,8,NPS,Customer Effort Score,2021-11-22T19:48:02.000Z,2021-11-22,lundi,novembre,False,phone,Quincaillerie,True,,Chrome Mobile 96.0.4664,Quincaillerie du meuble,Spanish,ES,Automatismos Sotomar (ES),True,1,FALSE,"4,95","43,05",mastercard,Android 9,SEM,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
84704,22522,362428765,"First time, satisfied, to see if the delivery will be equal to the functioning of the site","Première fois, satisfait, à voir si la livraison sera à la hauteur du fonctionnement du site ",9,NPS,Customer Effort Score,2021-11-22T19:59:15.000Z,2021-11-22,lundi,novembre,False,phone,Outillage,False,,Mobile Safari 14.1.2,Matériel et aménagement de l'atelier,French,FR,Tondeuse et Compagnie (FR),True,1,FALSE,"7,99","137,75",mastercard,iOS 14.8.1,SHOPBOT,False,6 - 10,101 - 150,False,Service > General Satisfaction > 1;Online Experience > Quality > 1;Delivery > Quality > 0,,True
84706,22524,362430444,Simple and intuitive,Semplice e intuitivo,10,NPS,Customer Effort Score,2021-11-22T19:59:56.000Z,2021-11-22,lundi,novembre,False,phone,Outillage,True,,Mobile Safari 15.1,Machines d'atelier,Italian,IT,Conrad (IT),False,1,FALSE,"11,59","71,58",paypal,iOS 15.1,SEM,False,11 - 20,1 - 100,False,Online Experience > Quality > 1;Online Experience > Ease of Use > 1,,False
84717,22535,362425739,"Really easy and fast. Great, I'd say!",Veramente facile e veloce. Ottimo direi! ,10,NPS,Customer Effort Score,2021-11-22T20:09:24.000Z,2021-11-22,lundi,novembre,False,phone,Luminaire,False,,Chrome Mobile 96.0.4664,Eclairage d'extérieur,Italian,IT,ShoppingInRete24 (IT),True,2,FALSE,"5,9","25,88",mastercard,Android 9,SHOPBOT,False,1 - 5,1 - 100,False,Delivery > Speed of delivery > 1;Service > General Satisfaction > 1;Online Experience > Ease of Use > 1,,False
84723,22541,362426802,My absolute favorite site for Makita devices. Just keep going. Best regards,Meine absolute Lieblingsseite für Makita Geräte. Macht einfach so weiter. Beste Grüße ,10,NPS,Customer Effort Score,2021-11-22T20:13:00.000Z,2021-11-22,lundi,novembre,False,phone,Outillage,False,,Samsung Internet 15.0,Outillage électroportatif,German,DE,CBdirekt (DE),False,2,FALSE,"4,9","151,5",paypal,Android 11,SHOPBOT,False,1 - 5,151 - 200,False,Online Experience > Quality > 1,,False
84742,22560,362429352,"no worries, just follow the instructions.","aucun souci il n'y a qu'à suivre les instructions
",9,NPS,Customer Effort Score,2021-11-22T20:30:01.000Z,2021-11-22,lundi,novembre,False,desktop,"Salle de bain, WC",False,,Firefox 94.0,WC et accessoire,French,FR,Ecoland's (FR),False,1,FALSE,3,"17,32",visa,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Product > Instructions Complexity > 1,,False
84743,22561,362430106,You have to be ignorant x not being able to make an order.Now we see the shipment..thanks,Bisogna essere ignoranti x non riuscire a fare un ordine .Ora vediamo la spedizione ..grazie,10,NPS,Customer Effort Score,2021-11-22T20:31:05.000Z,2021-11-22,lundi,novembre,False,phone,Outillage,False,,Chrome Mobile 96.0.4664,Matériel et aménagement de l'atelier,Italian,IT,Electropapa (IT),False,1,FALSE,"2,99","11,48",mastercard,Android 11,SEO-SEARCH,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Delivery > Quality > 0,,False
84746,22564,362419277,Very simple ordering process,Very simple ordering process,10,NPS,Customer Effort Score,2021-11-22T20:32:38.000Z,2021-11-22,lundi,novembre,False,phone,Outillage,False,,Mobile Safari 15.1,Accessoire et consommables pour outillage électroportatif,English,GB,DataPowerTools (GB),True,1,FALSE,"6,95","33,94",mastercard,iOS 15.1,SHOPBOT,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
84784,22602,362419726,successful command experience,expérience commande réussie,9,NPS,Customer Effort Score,2021-11-22T21:01:04.000Z,2021-11-22,lundi,novembre,False,desktop,Jardin piscine,False,,Firefox 94.0,Mobilier de jardin et jeux,French,FR,ID Market (FR),False,2,FALSE,"21,9","215,88",visa,Windows 10,SHOPBOT,False,20 - 50,201 - 300,False,Service > General Satisfaction > 1,,False
84803,22621,362426861,Quick and convenient site,Site pratique et rapide ,10,NPS,Customer Effort Score,2021-11-22T21:22:55.000Z,2021-11-22,lundi,novembre,False,desktop,Mobilier d'intérieur,False,,Safari 14.1.1,Meuble de salon,French,FR,SoBuy (FR),True,1,FALSE,"9,99","39,94",paypal,Mac OS X 10.15.6,SEO-BRAND,False,6 - 10,1 - 100,False,Online Experience > Ease of Use > 1,,False
84809,22627,362425921,I had problems logging in or logging in.,Ich hatte Probleme bei der Anmeldung oder beim Einloggen.,3,NPS,Customer Effort Score,2021-11-22T21:26:19.000Z,2021-11-22,lundi,novembre,False,phone,Revêtement sol et mur,False,Mir haben Informationen über die Produkte gefehlt.,Chrome Mobile 96.0.4664,Moulure et dalle de plafond,German,DE,PVG (DE),True,1,FALSE,"9,95","139,42",visa,Android 12,DIRECT_ACCESS,False,6 - 10,101 - 150,False,Account > Account Management > -1,Detractor '- Product Info,False
84850,22668,362430028,I had problems redeeming my voucher code.,Ich hatte Probleme meinen Gutscheincode einzulösen.,6,NPS,Customer Effort Score,2021-11-22T22:25:20.000Z,2021-11-22,lundi,novembre,False,desktop,Jardin piscine,False,Ich hatte Probleme bei der Anmeldung oder beim Einloggen.,Firefox 94.0,Outils de jardin motorisés,German,DE,AP Werkzeuge (DE),False,4,FALSE,"4,95","115,82",sofort,Windows 10,SHOPBOT,False,1 - 5,101 - 150,False,Order > Promotional Code > -1,Detractor '- Signup/Login,False
84859,22677,362425162,I expected from your news following a pending dispute... still nothing!! Super Customer Service!,J'attendais de vos nouvelles suite à un litige en cours..... toujours rien!! Super SAV!,10,NPS,Customer Effort Score,2021-11-22T22:44:51.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,True,,Edge 94.0.992,Accessoire et consommables pour outillage électroportatif,French,FR,FIXTOUT (FR),False,3,FALSE,"8,78","75,64",visa,Windows 10,DIRECT_ACCESS,False,6 - 10,1 - 100,False,Delivery > No Arrival > -1;Support > Quality > -1,,False
84868,22686,362430872,very quick and easy,very quick and easy,10,NPS,Customer Effort Score,2021-11-22T22:56:21.000Z,2021-11-22,lundi,novembre,False,desktop,Revêtement sol et mur,False,,Edge 96.0.1054,Moulure et dalle de plafond,English,GB,Profhome (GB),False,1,FALSE,"19,95",86,mastercard,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
84871,22689,362425452,Unable to input different delivery address to billing address.,Unable to input different delivery address to billing address.,8,NPS,Customer Effort Score,2021-11-22T23:04:11.000Z,2021-11-22,lundi,novembre,False,tablet,Outillage,False,,Chrome 95.0.4638,Matériel et aménagement de l'atelier,English,GB,Tool Brit (GB),True,1,FALSE,"5,95","44,9",visa,Android 10,SHOPBOT,False,1 - 5,1 - 100,False,Account > Address Management > -1,,True
84872,22690,362419699,I've had a problem with a promotional code.,He tenido un problema con un código promocional,4,NPS,Customer Effort Score,2021-11-22T23:06:07.000Z,2021-11-22,lundi,novembre,False,desktop,Outillage,True,Los gastos de envío me han parecido demasiado elevados,Chrome 95.0.4638,Matériel et aménagement de l'atelier,Spanish,ES,Sasicare ES (ES),False,4,FALSE,8,"143,81",mastercard,Windows 7,EMAIL,False,6 - 10,101 - 150,False,Order > Promotional Code > -1,Detractor '- Delivery Fees,False
84923,22741,362418811,Usually deliveries :ok,Généralement livraisons :ok,10,NPS,Customer Effort Score,2021-11-23T07:03:58.000Z,2021-11-23,mardi,novembre,False,phone,Outillage,False,,Chrome Mobile 96.0.4664,Accessoire et consommables pour outillage électroportatif,French,FR,Ecoland (FR),False,1,FALSE,"7,9","26,56",paypal,Android 11,SEM,False,6 - 10,1 - 100,False,Delivery > Timeliness > 0,,False
84949,22767,362420039,practical and fast,PRATIQUE ET RAPIDE,9,NPS,Customer Effort Score,2021-11-23T07:55:44.000Z,2021-11-23,mardi,novembre,False,desktop,Outillage,True,,Edge 96.0.1054,Outillage électroportatif,French,FR,Todo Taladros (FR),False,2,FALSE,"16,9","173,4",visa,Windows 10,SEO-SEARCH,False,11 - 20,151 - 200,False,Delivery > Speed of delivery > 1;Service > Convenience > 1,,False
84974,22792,362425473,very easy and straightforward,very easy and straightforward,10,NPS,Customer Effort Score,2021-11-23T08:19:04.000Z,2021-11-23,mardi,novembre,False,desktop,Mobilier d'intérieur,False,,Chrome 96.0.4664,Meuble de chambre,English,GB,Somnior Beds (GB),False,1,FALSE,43,"431,92",visa,Windows 7,AFFILIATION,False,20 - 50,401 - 500,False,Online Experience > Ease of Use > 1,,False
84983,22801,362418382,What happiness!!!,Que du bonheur !!!,10,NPS,Customer Effort Score,2021-11-23T08:27:24.000Z,2021-11-23,mardi,novembre,False,desktop,Electricité,True,,Chrome 96.0.4664,"Domotique, automatismes et sécurité",French,FR,EuroS (FR),False,1,FALSE,"4,99","47,79",paypal,Windows 7,SHOPBOT,False,1 - 5,1 - 100,False,Service > General Satisfaction > 1,,False
84993,22811,362424785,Simple and fast control procedure,Procédure de commande simple et rapide,9,NPS,Customer Effort Score,2021-11-23T08:43:51.000Z,2021-11-23,mardi,novembre,False,desktop,Quincaillerie,False,,Chrome 96.0.4664,Quincaillerie du meuble,French,FR,Fobi (FR),False,1,FALSE,"5,9","69,34",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1,,False
84994,22812,362425463,no comment,pas de commentaire,6,NPS,Customer Effort Score,2021-11-23T08:47:27.000Z,2021-11-23,mardi,novembre,False,desktop,Jardin piscine,True,J’ai manqué d’options pour me faire livrer,Chrome 95.0.4638,Outils de jardin motorisés,French,FR,Mon Magasin Général (FR),False,3,FALSE,"15,18","52,97",paypal,Mac OS X 10.14.6,SEO-BRAND,False,11 - 20,1 - 100,False,Other > Miscellaneous > 0,Detractor '- Delivery Options,False
85004,22822,362427915,For the moment I am satisfied with your attention and work,De momento estoy satisfecha con vuestra atención y trabajo,8,NPS,Customer Effort Score,2021-11-23T08:52:53.000Z,2021-11-23,mardi,novembre,False,phone,Mobilier d'intérieur,False,,Mobile Safari 14.1.2,Linge de maison,Spanish,ES,LTD (ES),False,1,FALSE,"9,37","41,63",visa,iOS 14.8.1,,False,6 - 10,1 - 100,False,Service > General Satisfaction > 1;Support > Attitude of staff > 1,,False
85005,22823,362420748,nothing to add,rien à rajouter,10,NPS,Customer Effort Score,2021-11-23T08:53:14.000Z,2021-11-23,mardi,novembre,False,desktop,Outillage,False,,Firefox 94.0,Outillage à main,French,FR,MTS (FR),True,1,FALSE,"10,9","55,6",mastercard,Windows 10,SEM,False,6 - 10,1 - 100,False,Other > Miscellaneous > 0,,False
85008,22826,362428633,a website with good prices and easy to use,una web con buenos precios y facil de usar,10,NPS,Customer Effort Score,2021-11-23T08:55:21.000Z,2021-11-23,mardi,novembre,False,desktop,Outillage,False,,Chrome 96.0.4664,Levage et travail en hauteur,Spanish,ES,PatnerIberia (ES),False,1,FALSE,"3,94","79,17",visa,Windows 10,AFFILIATION,False,1 - 5,1 - 100,False,Online Experience > Ease of Use > 1;Product > Value for Money > 1,,False
85019,22837,362429705,Excellent products and great prices. To be highly recommended. Thank you very much ManoMano.,Ottimi prodotti ed ottimi prezzi. Da consigliare vivamente. Grazie molte Mano Mano.,10,NPS,Customer Effort Score,2021-11-23T09:05:57.000Z,2021-11-23,mardi,novembre,False,desktop,Plomberie chauffage,False,,Chrome 96.0.4664,Traitement de l'eau,Italian,IT,Elettro New (IT),True,1,FALSE,"5,99","56,45",mastercard,Windows 10,SHOPBOT,False,1 - 5,1 - 100,False,Company / Brand > Recommendation > 1;Product > Value for Money > 1;Product > Quality > 1,,False
85022,22840,362419888,I've run out of information about the returns.,J’ai manqué d’informations concernant les retours,5,NPS,Customer Effort Score,2021-11-23T09:09:10.000Z,2021-11-23,mardi,novembre,False,desktop,Jardin piscine,True,J’ai trouvé que les frais de port étaient trop chers,Edge 96.0.1054,Barbecue et plancha,French,FR,CS-Trading (FR),False,1,FALSE,"14,95","74,9",mastercard,Windows 10,SHOPBOT,False,11 - 20,1 - 100,False,Order > Returns / Exchanges > -1,Detractor '- Delivery Fees,False
85040,22858,362428358,Fast and friendly telephone support,Assistenza telefonica rapida e cordiale,9,NPS,Customer Effort Score,2021-11-23T09:25:59.000Z,2021-11-23,mardi,novembre,False,tablet,"Salle de bain, WC",False,,Chrome 89.0.4389,Lavabos et vasque ,Italian,IT,Inbagno (IT),False,1,FALSE,"14,9","193,9",mastercard,Android 5.0.2,EMAIL,True,11 - 20,151 - 200,False,Delivery > Speed of delivery > 1;Support > Quality > 1;Support > Attitude of staff > 1,,False
85074,22892,362425723,My favorite payment method was not offered.,Il mio metodo di pagamento preferito non è stato offerto.,2,NPS,Customer Effort Score,2021-11-23T09:56:45.000Z,2021-11-23,mardi,novembre,False,desktop,Quincaillerie,True,I costi di spedizione erano troppo elevati.,Chrome 96.0.4664,"Fixation technique : vis, boulons, clous",Italian,IT,Micasia (IT),True,3,FALSE,"6,9","141,15",transfer,Windows 10,,False,6 - 10,101 - 150,False,Payments > Payment Methods > -1,Detractor '- Delivery Fees,False
85118,22936,362418126,I didn't find the products I was looking for that easy.,"Ich habe die Produkte, die ich gesucht habe, nicht so einfach gefunden.",4,NPS,Customer Effort Score,2021-11-23T10:35:52.000Z,2021-11-23,mardi,novembre,False,desktop,Jardin piscine,False,"Ich hatte Schwierigkeiten, ergänzende oder kompatible Produkte zu finden.",Safari 14.1.2,Plante et soin des végétaux,German,DE,Hitseller (DE),True,3,FALSE,"4,9","31,15",paypal,Mac OS X 10.15.6,SHOPBOT,False,1 - 5,1 - 100,False,Online Experience > Search & Filters > -1;Product > Stock / Availability > -1,Detractor '- Finding Compatible Products,False
85124,22942,362428043,"I like everything, but I don't like the differentiation of shipping costs... it would have been nicer to specify it from the beginning that shipping costs could exceed € 4.99.. since I am spending over € 17 in this order.","mi piace tutto, ma non mi piace la differenziazione dei costi di spedizione... sarebbe stato più carino specificarla dall'inizio che le spese di spedizione potevano superare le € 4.99... visto che io in questo ordine ne sto spendendo oltre € 17...",7,NPS,Customer Effort Score,2021-11-23T10:38:20.000Z,2021-11-23,mardi,novembre,False,desktop,Luminaire,True,,Chrome 94.0.4606,Eclairage d'intérieur,Italian,IT,Liberotech PRO (IT),False,3,FALSE,"17,44","152,78",paypal,Windows 10,EMAIL,False,11 - 20,151 - 200,False,Delivery > Shipping Fees > -1;Service > General Satisfaction > 1,,True
85171,22989,362428551,Very kind person q has contacted me. His name is Carlos.,Muy amable la persona q se ha puesto en contacto conmigo. Se llama Carlos ,10,NPS,Customer Effort Score,2021-11-23T11:07:12.000Z,2021-11-23,mardi,novembre,False,phone,Mobilier d'intérieur,False,,Mobile Safari 15.0,Meuble de salon,Spanish,ES,Selsey (ES),False,1,good,"24,99","240,97",visa,iOS 15.0.2,SEM,True,20 - 50,201 - 300,False,Support > Attitude of staff > 1,,False
85242,23060,362419293,Speed and ease,Rapidez y facilidad,10,NPS,Customer Effort Score,2021-11-23T12:07:34.000Z,2021-11-23,mardi,novembre,False,phone,Animalerie,False,,Chrome Mobile 96.0.4664,Chien,Spanish,ES,Comercial Mida (ES),False,2,FALSE,"8,45","77,55",mastercard,Android 10,SEM,False,6 - 10,1 - 100,False,Delivery > Speed of delivery > 1;Online Experience > Ease of Use > 1,,False
85261,23079,362430177,I've had trouble enrolling or accessing.,Ho avuto problemi ad iscrivermi o ad accedere.,0,NPS,Customer Effort Score,2021-11-23T12:16:48.000Z,2021-11-23,mardi,novembre,False,desktop,Outillage,False,I costi di spedizione erano troppo elevati.,Firefox 94.0,Levage et travail en hauteur,Italian,IT,Ferramenta Di Pinto dal 1949 (IT),True,1,FALSE,"20,75","136,75",paypal,Windows 8.1,DIRECT_ACCESS,False,11 - 20,101 - 150,False,Account > Account Management > -1,Detractor '- Delivery Fees,False
